uniqueID,x,y,long,lat,Slope,Aspect,CAC,CEC,CLA,SAN,SIL,WAT,mean.SWI,Hydric,Floodplain,totalPPT,MeanTEMP,direction
6798,630919.6053,356390.3713,-87.5397182818941,39.6869853971238,5.82348394393921,23.1985950469971,13.6940259933472,13.1711626052856,24.5654792785645,29.8555088043213,45.5790138244629,18.7952995300293,5.520593643,Yes,No,977.8498923,11.60912647,N
6797,630889.312,355578.015,-87.5395660995011,39.6796416000702,1.08500325679779,135,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,7.229608536,Yes,No,977.8498923,11.60912647,S
6796,630867.5083,354776.0823,-87.5393219210526,39.6723958460364,1.53424298763275,180,4.11557245254517,20.1604175567627,25.8302364349365,19.2721786499023,54.8975868225098,24.3427829742432,10.19039631,Yes,No,977.8498923,11.60912647,S
6795,630845.7045,353974.1497,-87.5390778004277,39.665150000292,2.42498207092285,161.565048217773,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.41738319,Yes,No,979.9697158,11.70492395,S
6794,630817.8712,353171.9058,-87.5389034794775,39.6578983467552,0,NA,0,19.7000007629395,31.7999992370605,6.5,61.7000007629395,4.30000019073486,11.26631546,No,No,979.9697158,11.70492395,NS
6793,630790.0378,352369.6618,-87.5387292000559,39.650646599662,0,NA,0,17,24,15,61,11.55000019,11.38190937,No,No,979.9697158,11.70492395,NS
6792,630756.3707,351563.7492,-87.538620337589,39.6433588469811,0,NA,0,19.7000007629395,31.7999992370605,6.5,61.7000007629395,4.30000019073486,9.145694733,No,No,979.9697158,11.70492395,NS
6791,630722.7036,350757.8365,-87.5385115004282,39.6360709998734,2.42498207092285,251.565048217773,14.3552627563477,12.1085529327393,19.8848686218262,35.0578956604004,45.0572357177734,29.6800003051758,6.862390995,No,Yes,979.9697158,11.70492395,W
6790,630696.9857,349967.2629,-87.5383200286579,39.6289252955395,2.42498207092285,108.434951782227,4.11557245254517,20.1604175567627,25.8302364349365,19.2721786499023,54.8975868225098,24.3427829742432,10.30573082,Yes,No,979.9697158,11.70492395,E
6789,630671.2679,349176.6892,-87.538128599404,39.6217795000245,1.08500325679779,225,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,7.040320873,Yes,No,980.8512295,11.75078624,W
6788,630646.6734,348376.5558,-87.5379182752027,39.6145478960148,0,NA,2.45230269432068,20.5020713806152,26.2506580352783,22.2924346923828,51.4569091796875,23.82200050354,10.447855,Yes,No,978.924361,11.67979059,NS
6787,630622.0789,347576.4225,-87.5377079996722,39.6073162001592,0,NA,4.59414148330688,22.4380512237549,28.7805557250977,12.7623739242554,58.4570693969727,24.3879795074463,10.84459114,Yes,No,978.924361,11.67979059,NS
6786,630590.1471,346783.2954,-87.5375871356167,39.6001440956372,0,NA,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.447855,Yes,No,978.924361,11.67979059,NS
6785,630558.2152,345990.1683,-87.5374663004165,39.5929718999495,0,NA,4.11557245254517,20.1604175567627,25.8302364349365,19.2721786499023,54.8975868225098,24.3427829742432,10.76903248,Yes,No,978.924361,11.67979059,NS
6784,630531.5563,345183.0218,-87.5372757275895,39.585675647295,2.42498207092285,198.434951782227,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,6.670866489,No,No,978.924361,11.67979059,S
6783,630504.8973,344375.8753,-87.5370852003359,39.5783792999119,2.42498207092285,161.565048217773,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,6.659841537,Yes,No,980.9403638,11.76001063,S
6782,630474.343,343580.5269,-87.5369471340102,39.5711874460127,1.08500325679779,135,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.74826241,Yes,No,980.9403638,11.76001063,S
6781,630443.7887,342785.1785,-87.5368090993939,39.5639955001097,0,NA,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.74826241,Yes,No,980.9403638,11.76001063,NS
6780,630406.0382,341988.3953,-87.5367535431373,39.5567870465484,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.45983982,Yes,No,980.9403638,11.76001063,NS
6779,630368.2877,341191.612,-87.5366979996046,39.5495784996411,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.30287075,Yes,No,980.9403638,11.76001063,NS
6778,630336.4149,340384.9062,-87.5365682850533,39.5422831478765,1.53424298763275,270,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,6.718877316,No,No,984.3967926,11.91937845,W
6777,630304.5422,339578.2003,-87.5364385994871,39.5349877002634,5.40953350067139,278.130096435547,13.6940259933472,13.1711626052856,24.5654792785645,29.8555088043213,45.5790138244629,18.7952995300293,4.901648521,Yes,No,984.3967926,11.91937845,W
6776,630272.2852,338768.3281,-87.5363114354958,39.5276633976622,1.08500325679779,135,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,10.16784573,No,No,984.3967926,11.91937845,S
6775,630240.0283,337958.456,-87.5361843001292,39.5203390000912,3.90643835067749,168.690063476562,13.6940259933472,13.1711626052856,24.5654792785645,29.8555088043213,45.5790138244629,18.7952995300293,6.010379314,Yes,No,984.3967926,11.91937845,S
6774,630199.3038,337163.1736,-87.5361641974296,39.5131420966968,3.0662887096405,180,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.42889309,Yes,No,984.3967926,11.91937845,S
6773,630158.5792,336367.8911,-87.5361441004408,39.5059450997157,3.42739772796631,116.565048217773,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,6.603505135,Yes,No,984.3967926,11.91937845,E
6772,630117.504,335569.9112,-87.5361263981326,39.4987234967373,3.25190258026123,225,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,6.112666607,No,No,987.6886439,12.0836106,W
6771,630089.226,355624.2127,-87.5488781449317,39.6796722694693,3.0662887096405,90,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,6.856431961,Yes,No,975.2326038,11.57071203,E
6770,630076.4288,334771.9313,-87.5361086999016,39.4915018003161,0,NA,0.947368443012238,13.5361843109131,21.5394744873047,26.2131576538086,52.2473678588867,28.5200004577637,10.48268414,No,No,987.6886439,12.0836106,NS
6769,630039.7719,354018.6389,-87.54845444785,39.6651624753397,0,NA,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.74826241,Yes,No,977.6354665,11.60781661,NS
6768,630038.9114,333974.2585,-87.5360500427558,39.4842844964364,1.08500325679779,135,14.3552627563477,12.1085529327393,19.8848686218262,35.0578956604004,45.0572357177734,29.6800003051758,10.4880619,No,Yes,987.6886439,12.0836106,S
6767,630001.3939,333176.5858,-87.5359914003267,39.4770670998784,0,NA,0,19.1993103027344,26.6843662261963,4.54715061187744,68.7684860229492,22.3689479827881,10.74398994,Yes,No,987.6886439,12.0836106,NS
6766,629990.0611,352417.8457,-87.5480368929134,39.6506953197089,0,NA,4.11557245254517,20.1604175567627,25.8302364349365,19.2721786499023,54.8975868225098,24.3427829742432,10.25096607,Yes,No,977.6354665,11.60781661,NS
6765,629965.0837,332370.2163,-87.5359134405324,39.4697716977852,5.51600933074951,213.690063476562,0,11.1452894210815,25.4176769256592,32.6222763061523,41.9600486755371,27.2037010192871,6.332457066,No,Yes,987.6886439,12.0836106,S
6764,629930.0828,350803.6228,-87.5477302452133,39.6361016609977,5.40953350067139,135,13.6940259933472,13.1711626052856,24.5654792785645,29.8555088043213,45.5790138244629,18.7952995300293,6.096223831,Yes,Yes,977.6354665,11.60781661,S
6763,629928.7734,331563.8468,-87.5358355000243,39.4624761998757,4.84130716323853,161.565048217773,0.645394742488861,12.4924774169922,25.9091243743896,32.7643814086914,41.3264961242676,27.3387012481689,5.436396122,No,Yes,987.6886439,12.0836106,S
6762,629899.9243,330760.2578,-87.5356730310153,39.4552092975997,3.90643835067749,348.690063476562,0.645394742488861,12.4924774169922,25.9091243743896,32.7643814086914,41.3264961242676,27.3387012481689,6.815833092,No,No,989.1092203,12.14430667,N
6761,629874.3271,349218.6637,-87.5473929511357,39.6217737154157,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.19572639,Yes,No,978.924361,11.67979059,NS
6760,629871.0752,329956.6688,-87.535510599632,39.4479422999303,1.08500325679779,45,11.0227890014648,12.0309648513794,14.3043947219849,46.2490768432617,39.4465293884277,23.2208251953125,10.82779789,Yes,Yes,989.1092203,12.14430667,E
6759,629831.7847,329149.5924,-87.5354667445294,39.4406386983137,21.7777805328369,320.440338134766,0.645394742488861,12.4924774169922,25.9091243743896,32.7643814086914,41.3264961242676,27.3387012481689,4.591408253,No,Yes,989.1092203,12.14430667,N
6758,629813.1586,347617.761,-87.5471086525557,39.6072989283926,0,NA,3.24473690986633,18.2610530853271,26.5149993896484,20.851842880249,52.6331596374512,23.1436004638672,6.614500999,Yes,No,978.924361,11.67979059,NS
6757,629792.4942,328342.516,-87.5354228996316,39.4333350004019,2.42498207092285,108.434951782227,0,15.6103439331055,23.5566501617432,12.7044334411621,63.7389144897461,38.9799995422363,7.134795666,Yes,No,989.1092203,12.14430667,E
6756,629756.4673,327557.1035,-87.535354714423,39.4262283233825,3.0662887096405,90,0,15.6103439331055,23.5566501617432,12.7044334411621,63.7389144897461,38.9799995422363,7.13953495,Yes,No,989.1092203,12.14430667,E
6755,629752.1653,346034.5033,-87.5468333985855,39.5929830752234,0,NA,4.59414148330688,22.4380512237549,28.7805557250977,12.7623739242554,58.4570693969727,24.3879795074463,10.84459114,Yes,No,978.924361,11.67979059,NS
6754,629719.7826,326757.3511,-87.5352853004893,39.4189918002184,3.90643835067749,191.309936523438,0.132352948188782,18.9136352539062,32.7305717468262,30.0961742401123,37.1732559204102,21.4711761474609,6.217616558,No,No,989.1092203,12.14430667,S
6753,629701.9581,344429.0104,-87.5464195363125,39.578471422525,0,NA,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.3144598,Yes,No,980.9403638,11.76001063,NS
6752,629679.1576,325957.146,-87.535261147718,39.4117491973408,3.25190258026123,225,0,17.5732250213623,21.8285369873047,23.5043716430664,54.6670913696289,22.7963829040527,5.639950752,Yes,Yes,989.8087693,12.22692719,W
6751,629641.729,342829.8302,-87.5461258472193,39.5640115206917,1.53424298763275,180,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,7.070304394,Yes,No,980.9403638,11.76001063,S
6750,629638.5327,325156.941,-87.5352369994237,39.4045065003903,2.42498207092285,161.565048217773,4.50514888763428,27.062105178833,35.8040924072266,9.92681884765625,54.2690887451172,22.074348449707,7.449122906,Yes,Yes,989.8087693,12.22692719,S
6749,629593.4637,324357.2435,-87.5352645027975,39.3972661480225,1.08500325679779,45,0.988815784454346,17.5568084716797,27.0036849975586,5.0623025894165,67.9340133666992,27.9372005462646,11.10565376,Yes,No,989.8087693,12.22692719,E
6748,629569.9077,341232.1591,-87.5459674531837,39.5495592669211,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.46829796,Yes,No,980.9403638,11.76001063,NS
6747,629548.3947,323557.5459,-87.53529199977,39.3900256996138,3.42739772796631,26.5650463104248,1.49261081218719,18.1343517303467,26.6403942108154,5.01970434188843,68.3399047851562,38.25,6.793601513,No,No,989.8087693,12.22692719,N
6746,629506.7437,322762.1957,-87.535282698619,39.382826047007,0,NA,0.100139304995537,9.58160781860352,11.0431489944458,75.456298828125,13.5005493164062,15.3674736022949,12.45002842,Yes,Yes,989.8087693,12.22692719,NS
6745,629500.9046,339626.9552,-87.5457718419421,39.5350400225387,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.74826241,Yes,No,984.3967926,11.91937845,NS
6744,629465.0927,321966.8455,-87.5352733995994,39.3756263001658,3.42739772796631,153.434951782227,0,17.5732250213623,21.8285369873047,23.5043716430664,54.6670913696289,22.7963829040527,6.336064339,Yes,Yes,992.6402199,12.34829446,S
6743,629434.3184,338008.7377,-87.5455402902638,39.5204041250618,1.53424298763275,360,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,10.18325329,No,No,984.3967926,11.91937845,N
6742,629430,321189.963,-87.5351997650617,39.3685963316296,6.57163667678833,125.537673950195,0.00675675692036748,23.6844062805176,30.3344993591309,11.5713376998901,58.0941619873047,35.929500579834,5.540874958,Yes,Yes,992.6402199,12.34829446,E
6741,629393.7403,320387.2467,-87.5351236998999,39.3613324997818,0,NA,0.764269173145294,24.9782333374023,31.3976306915283,5.16622495651245,63.4361457824707,38.4059982299805,11.27212048,Yes,Yes,992.6402199,12.34829446,NS
6740,629357.4951,319561.237,-87.5350331331088,39.3538582979852,0,NA,28.0878314971924,17.1046543121338,21.1201705932617,13.6729679107666,65.2068634033203,39.9096870422363,11.27212048,Yes,Yes,992.6402199,12.34829446,NS
6739,629347.4314,336405.5661,-87.5455530580879,39.5058938294074,3.25190258026123,135,5.35263156890869,20.0420398712158,26.0596046447754,20.8281574249268,53.1122360229492,23.5316009521484,6.142606735,No,No,984.3967926,11.91937845,S
6738,629307.4742,356475.6528,-87.5584789160896,39.6869758966642,3.25190258026123,315,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,6.496900558,Yes,No,975.2326038,11.57071203,N
6737,629289.14,355670.4104,-87.5581901993763,39.6797021000137,0,NA,2.45230269432068,20.5020713806152,26.2506580352783,22.2924346923828,51.4569091796875,23.82200050354,10.3312521,Yes,No,975.2326038,11.57071203,NS
6736,629269.5885,334807.7462,-87.5454645094098,39.4914358244628,1.53424298763275,180,22.5789470672607,6.9539475440979,11.7269735336304,61.5888175964355,26.6842098236084,16.9500007629395,7.29281044,No,Yes,987.6886439,12.0836106,S
6735,629261.4896,354866.7693,-87.5580106288778,39.6724381466329,0,NA,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.74826241,Yes,No,975.2326038,11.57071203,NS
6734,629233.8392,354063.1282,-87.557831100109,39.6651741004901,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.47856617,Yes,No,977.6354665,11.60781661,NS
6733,629211.9618,353264.5788,-87.5575878219959,39.65795869595,0,NA,4.59414148330688,22.4380512237549,28.7805557250977,12.7623739242554,58.4570693969727,24.3879795074463,10.47856617,Yes,No,977.6354665,11.60781661,NS
6732,629191.5165,333209.8647,-87.5453786130803,39.4769767779643,1.08500325679779,135,0,13.216796875,29.6660003662109,4.81750011444092,65.5165023803711,32.2434997558594,10.8015871,Yes,No,987.6886439,12.0836106,S
6731,629190.0844,352466.0295,-87.5573446000873,39.6507432003488,3.0662887096405,90,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,6.03848362,Yes,No,977.6354665,11.60781661,E
6730,629163.7732,351657.7193,-87.5571467763949,39.6434373969782,3.0662887096405,270,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,6.246607304,Yes,No,977.6354665,11.60781661,W
6729,629137.4619,350849.4092,-87.5569490001367,39.6361315002105,3.25190258026123,225,4.11557245254517,20.1604175567627,25.8302364349365,19.2721786499023,54.8975868225098,24.3427829742432,6.826132298,Yes,No,977.6354665,11.60781661,W
6728,629121.3333,331602.3119,-87.5451955565053,39.4624338757029,0,NA,0,15.8084030151367,26.2112503051758,3.85675001144409,69.931999206543,31.1424999237061,7.55956459,Yes,No,987.6886439,12.0836106,NS
6727,629107.4242,350055.0237,-87.5568031326797,39.6289493455386,4.59395933151245,180,13.6940259933472,13.1711626052856,24.5654792785645,29.8555088043213,45.5790138244629,18.7952995300293,6.702357292,Yes,No,977.6354665,11.60781661,S
6726,629077.3864,349260.6382,-87.556657299872,39.6217670997202,1.08500325679779,45,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,6.133006096,Yes,No,978.924361,11.67979059,E
6725,629057.0372,329995.9332,-87.5449452554419,39.4479040325994,0,NA,0,17.5732250213623,21.8285369873047,23.5043716430664,54.6670913696289,22.7963829040527,10.99330902,Yes,Yes,989.1092203,12.14430667,NS
6724,629040.8124,348459.8688,-87.5565832908205,39.6145239960843,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,6.861340523,Yes,No,978.924361,11.67979059,NS
6723,629004.2383,347659.0994,-87.5565093000596,39.6072807997328,2.42498207092285,18.4349479675293,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,6.714235783,Yes,No,978.924361,11.67979059,N
6722,628979.805,328387.8062,-87.5448434973261,39.4333517811297,0,NA,0,16.0818061828613,26.3945007324219,3.90949988365173,69.6959991455078,31.3509998321533,6.525734425,Yes,No,989.1092203,12.14430667,NS
6721,628975.1769,346868.9688,-87.5563548817827,39.6001371448777,3.42739772796631,153.434951782227,3.24473690986633,18.2610530853271,26.5149993896484,20.851842880249,52.6331596374512,23.1436004638672,6.878186226,Yes,No,978.924361,11.67979059,S
6720,628946.1154,346078.8383,-87.5562004999719,39.5929934003897,2.42498207092285,71.5650482177734,4.59414148330688,22.4380512237549,28.7805557250977,12.7623739242554,58.4570693969727,24.3879795074463,6.893533707,Yes,No,978.924361,11.67979059,E
6719,628922.5671,345280.4918,-87.5559771745826,39.5857780959991,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.74826241,Yes,No,978.924361,11.67979059,NS
6718,628899.0189,344482.1454,-87.5557538995682,39.5785626998302,0,NA,3.24473690986633,18.2610530853271,26.5149993896484,20.851842880249,52.6331596374512,23.1436004638672,6.53956461,Yes,No,980.9403638,11.76001063,NS
6717,628895.5844,326799.5234,-87.5448348028177,39.4189748930926,3.0662887096405,180,0,15.8084030151367,26.2112503051758,3.85675001144409,69.931999206543,31.1424999237061,6.903552055,Yes,No,989.1092203,12.14430667,S
6716,628869.3441,343678.3137,-87.5555982315931,39.5712947472933,1.53424298763275,180,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.74826241,Yes,No,980.9403638,11.76001063,S
6715,628839.6693,342874.4819,-87.555442599686,39.5640266998479,0,NA,5.01004457473755,20.6415882110596,26.6830444335938,19.4883518218994,53.8286018371582,27.1842002868652,10.74826241,Yes,No,980.9403638,11.76001063,NS
6714,628816.2123,325193.6169,-87.5447592098397,39.4044408904595,0,NA,0,15.6103439331055,23.5566501617432,12.7044334411621,63.7389144897461,38.9799995422363,11.07769585,Yes,No,989.8087693,12.22692719,NS
6713,628805.5985,342073.594,-87.5553397383919,39.5567829967255,1.08500325679779,135,2.59006571769714,23.6980781555176,28.4121055603027,18.7287502288818,52.8591461181641,24.5620002746582,10.61740208,Yes,No,980.9403638,11.76001063,S
