uniqueID,x,y,long,lat,Slope,Aspect,CAC,CEC,CLA,SAN,SIL,WAT,mean.SWI,Hydric,Floodplain,totalPPT,MeanTEMP,direction
1836,456033.7244,262975.8641,-89.4820333996659,38.7405436997088,0,NA,0,11.8190793991089,22.8092098236084,9.29934215545654,67.8914489746094,30.1000003814697,10.251647,Yes,No,986.2683466,12.86931066,NS
1835,455989.3305,262170.3055,-89.4818256756158,38.7332434529873,0,NA,0,16.7885131835938,20.6959991455078,13.2156753540039,66.0883255004883,43.0130004882812,11.8820982,Yes,Yes,986.2683466,12.86931066,NS
1834,455944.9365,261364.7468,-89.4816180003309,38.7259431002575,0,NA,0.651315808296204,20.1447372436523,27.1414470672607,10.3598680496216,62.4986839294434,30.6499996185303,11.8820982,Yes,Yes,989.1911375,12.86563605,NS
1833,455900.6456,260557.8681,-89.4814080262843,38.7186308029747,3.25190258026123,135,0,10.3117294311523,19.7810192108154,30.1257495880127,50.0932312011719,31.2709999084473,8.231144905,Yes,No,989.1911375,12.86563605,S
1832,455856.3548,259750.9894,-89.4811980993935,38.7113184001989,0,NA,0,16.7885131835938,20.6959991455078,13.2156753540039,66.0883255004883,43.0130004882812,11.40980244,Yes,Yes,989.1911375,12.86563605,NS
1831,455813.0904,258951.9108,-89.4809834254641,38.7040770017654,0,NA,0.651315808296204,20.1447372436523,27.1414470672607,10.3598680496216,62.4986839294434,30.6499996185303,11.8820982,Yes,Yes,989.1911375,12.86563605,NS
1830,455769.826,258152.8322,-89.4807688004211,38.69683549961,2.42498207092285,161.565048217773,0.488999992609024,22.3963985443115,28.8514995574951,4.33729982376099,66.8112030029297,37.4588012695312,6.863941193,Yes,No,989.1911375,12.86563605,S
1829,455726.3299,257347.8942,-89.480551675442,38.6895408527457,0,NA,0.488999992609024,22.3963985443115,28.8514995574951,4.33729982376099,66.8112030029297,37.4588012695312,10.69110394,Yes,No,992.6569186,12.87442728,NS
1828,455682.8338,256542.9562,-89.480334600258,38.6822461004544,0,NA,0.488999992609024,22.3963985443115,28.8514995574951,4.33729982376099,66.8112030029297,37.4588012695312,10.69110394,Yes,No,992.6569186,12.87442728,NS
1827,455635.4717,255736.2421,-89.4801600801406,38.674932503366,0,NA,0,13.216796875,29.6660003662109,4.81750011444092,65.5165023803711,32.2434997558594,10.30287075,Yes,No,992.6569186,12.87442728,NS
1826,455588.1096,254929.528,-89.4799856001411,38.6676188002967,4.46505689620972,329.036254882812,0,12.1513156890869,21.7368412017822,9.95789432525635,68.3052597045898,31,5.981253624,No,No,992.6569186,12.87442728,N
1825,455542.4542,254122.2173,-89.4797911774507,38.6603008032673,0,NA,0,22.0332622528076,33.8422088623047,5.36315774917603,60.7946319580078,31.0650005340576,7.781446457,No,No,992.6569186,12.87442728,NS
1824,455496.7988,253314.9066,-89.4795967994687,38.6529826998852,0,NA,0.651315808296204,20.1447372436523,27.1414470672607,10.3598680496216,62.4986839294434,30.6499996185303,11.13574028,Yes,Yes,992.6569186,12.87442728,NS
1823,455141.9227,261440.9198,-89.4908484822079,38.7260670190155,0,NA,0.651315808296204,20.1447372436523,27.1414470672607,10.3598680496216,62.4986839294434,30.6499996185303,11.8820982,Yes,Yes,989.0522777,12.88657536,NS
1822,455062.5148,259829.8948,-89.4903242282438,38.711473459622,0,NA,0.651315808296204,20.1447372436523,27.1414470672607,10.3598680496216,62.4986839294434,30.6499996185303,11.8820982,Yes,Yes,989.0522777,12.88657536,NS
